cohpc_456_152.out 4.5600 -148.43548600
cohpc_456_154.out 4.5600 -148.43926268
cohpc_456_156.out 4.5600 -148.44221785
cohpc_456_158.out 4.5600 -148.44440989
cohpc_456_160.out 4.5600 -148.44589272
cohpc_456_162.out 4.5600 -148.44670052
cohpc_456_164.out 4.5600 -148.44685609
cohpc_456_166.out 4.5600 -148.44639235
cohpc_456_168.out 4.5600 -148.44535510
cohpc_456_170.out 4.5600 -148.44379269
cohpc_456_172.out 4.5600 -148.44174809
cohpc_456_174.out 4.5600 -148.43926788
cohpc_458_150.out 4.5800 -148.43357840
cohpc_458_152.out 4.5800 -148.43776453
cohpc_458_154.out 4.5800 -148.44109318
cohpc_458_156.out 4.5800 -148.44363015
cohpc_458_158.out 4.5800 -148.44544009
cohpc_458_160.out 4.5800 -148.44655720
cohpc_458_162.out 4.5800 -148.44699364
cohpc_458_164.out 4.5800 -148.44679618
cohpc_458_166.out 4.5800 -148.44600168
cohpc_458_168.out 4.5800 -148.44465279
cohpc_458_170.out 4.5800 -148.44278720
cohpc_458_172.out 4.5800 -148.44046052
cohpc_458_174.out 4.5800 -148.43771703
cohpc_460_150.out 4.6000 -148.43589207
cohpc_460_152.out 4.6000 -148.43959993
cohpc_460_154.out 4.6000 -148.44249649
cohpc_460_156.out 4.6000 -148.44463338
cohpc_460_158.out 4.6000 -148.44607818
cohpc_460_160.out 4.6000 -148.44682163
cohpc_460_162.out 4.6000 -148.44690791
cohpc_460_164.out 4.6000 -148.44637001
cohpc_460_166.out 4.6000 -148.44524521
cohpc_460_168.out 4.6000 -148.44358284
cohpc_460_170.out 4.6000 -148.44142815
cohpc_460_172.out 4.6000 -148.43883098
cohpc_460_174.out 4.6000 -148.43583928
cohpc_462_150.out 4.6200 -148.43775106
cohpc_462_152.out 4.6200 -148.44102207
cohpc_462_154.out 4.6200 -148.44350276
cohpc_462_156.out 4.6200 -148.44527338
cohpc_462_158.out 4.6200 -148.44632837
cohpc_462_160.out 4.6200 -148.44670889
cohpc_462_162.out 4.6200 -148.44644920
cohpc_462_164.out 4.6200 -148.44557498
cohpc_462_166.out 4.6200 -148.44412768
cohpc_462_168.out 4.6200 -148.44216709
cohpc_462_170.out 4.6200 -148.43972877
cohpc_462_172.out 4.6200 -148.43687168
cohpc_462_174.out 4.6200 -148.43363903
cohpc_464_150.out 4.6400 -148.43918835
cohpc_464_152.out 4.6400 -148.44202843
cohpc_464_154.out 4.6400 -148.44411987
cohpc_464_156.out 4.6400 -148.44550893
cohpc_464_158.out 4.6400 -148.44620162
cohpc_464_160.out 4.6400 -148.44622667
cohpc_464_162.out 4.6400 -148.44562027
cohpc_464_164.out 4.6400 -148.44440948
cohpc_464_166.out 4.6400 -148.44265691
cohpc_464_168.out 4.6400 -148.44040579
cohpc_464_170.out 4.6400 -148.43770109
cohpc_464_172.out 4.6400 -148.43459580
cohpc_464_174.out 4.6400 -148.43113260
cohpc_466_150.out 4.6600 -148.44022913
cohpc_466_152.out 4.6600 -148.44267008
cohpc_466_154.out 4.6600 -148.44438176
cohpc_466_156.out 4.6600 -148.44538939
cohpc_466_158.out 4.6600 -148.44570972
cohpc_466_160.out 4.6600 -148.44538691
cohpc_466_162.out 4.6600 -148.44444069
cohpc_466_164.out 4.6600 -148.44291787
cohpc_466_166.out 4.6600 -148.44086455
cohpc_466_168.out 4.6600 -148.43833070
cohpc_466_170.out 4.6600 -148.43536296
cohpc_466_172.out 4.6600 -148.43201707
cohpc_466_174.out 4.6600 -148.42832459
cohpc_468_150.out 4.6800 -148.44090048
cohpc_468_152.out 4.6800 -148.44294015
cohpc_468_154.out 4.6800 -148.44427385
cohpc_468_156.out 4.6800 -148.44490685
cohpc_468_158.out 4.6800 -148.44488051
cohpc_468_160.out 4.6800 -148.44420580
cohpc_468_162.out 4.6800 -148.44292386
cohpc_468_164.out 4.6800 -148.44108473
cohpc_468_166.out 4.6800 -148.43874099
cohpc_468_168.out 4.6800 -148.43593795
cohpc_468_170.out 4.6800 -148.43273037
cohpc_468_172.out 4.6800 -148.42915124
cohpc_468_174.out 4.6800 -148.42523907
